user_city;user_zip;offer_location;offer_region;bookings
schwedeneck;24229;alkersum;nordfriesland;1
schwedt;16303;seebad heringsdorf;ostvorpommern;1
schweppenhausen;55444;lünebach;bitburg-prüm;1
schwerin;19055;seebad heringsdorf;ostvorpommern;1
schwerin;19057;priwall peninsula;lübeck;1
schwerin;19057;wernigerode;harz;1
schwerin;19061;göhren;rügen;1
schwerte;58239;heiligenhafen;ostholstein;1
schwerte;58239;kating;nordfriesland;1
schwerte;58239;oeventrop;arnsberg;1
schwerte;58239;schönhagen;rendsburg-eckernförde;1
schwetzingen;68723;sasbach am kaiserstuhl;freiburg;1
schwielowsee;14548;groß schwansee;nordwestmecklenburg;1
schöffengrund;35641;borghorst;münster;1
schömberg;75328;baabe;rügen;1
schönebeck;39218;melzingen;altes amt ebstorf;1
schönefeld;12529;berchtesgaden;upper bavaria;1
schönefeld;12529;zerpenschleuse;barnim;1
schöneiche;15566;altefähr;rügen;1
schönstedt;99947;waren;müritz;1
schönstedt;99947;wieck a. darß;nordvorpommern;1
schönwald;78141;rietheim;freiburg;1
schönwalde-glien;14621;ahlbeck;ostvorpommern;1
schöppenstedt;38170;dierhagen strand;nordvorpommern;1
schöppenstedt;38170;rerik;rostock;1
schöppingen;48624;olpenitzdorf;schleswig-flensburg;1
schülldorf;24790;wilsche;gifhorn;1
seebad bansin;17429;sellin;rügen;1
seedorf;23883;ostseebad;rügen;1
seegebiet mansfelder land;6317;ahlbeck;ostvorpommern;1
seeland ot nachterstedt;6469;sellin;rügen;1
seeligstadt;1909;müritz;rostock;1
seelze;30926;sandbrink;diepholz;1
seelze;30926;schonach im schwarzwald;freiburg;1
seesen;38723;dagebüll;nordfriesland;1
seesen;38723;olpenitzdorf;schleswig-flensburg;1
seesen;38723;ortmühle;ostholstein;1
seevetal;21217;poel;nordwestmecklenburg;1
seevetal;21220;eckernförde;rendsburg-eckernförde;1
seevetal;21220;heiligenhafen;ostholstein;1
seevetal;21220;mittenwald;upper bavaria;1
seevetal;21220;priwall peninsula;lübeck;1
seevetal;21220;wyk auf föhr;nordfriesland;1
sehnde;31319;großenbrode;ostholstein;1
sehnde;31319;koserow;ostvorpommern;1
sehnde;31319;pelzerhaken;ostholstein;1
sehnde;31319;scharbeutz;ostholstein;1
sehnde;31319;zingst;nordvorpommern;1
selben;4509;zingst;nordvorpommern;1
selfkant-höngen;52538;kronenburg;cologne;1
seligenstadt;63500;brigach;freiburg;1
seligenstadt;63500;wyk auf föhr;nordfriesland;1
seligenstadt;63500;zellhausen;darmstadt;1
selm;59379;borkum;leer;1
selm- bork;59379;lehe;ammerland;1
selsingen;27446;vieregge;rügen;1
senden;48308;sandbrink;diepholz;1
senden;48308;winterberg;arnsberg;1
sibbesse;31079;vieregge;rügen;1
siegburg;53721;heiligenhafen;ostholstein;1
siegburg;53721;roes;cochem-zell;1
siegburg;53721;schillig;friesland;1
siegen;57072;osterby;rendsburg-eckernförde;1
siestedt;39356;schönhagen;rendsburg-eckernförde;1
simmern;55469;großenbrode;ostholstein;1
sindelfingen;71063;schillig;friesland;1
sinsheim;74889;frankengut;upper franconia;1
sinsheim;74889;waldbrunn;karlsruhe;1
soderstorf/ ot rolfsen;21388;börgerende;rostock;1
soest;59494;föhrental;freiburg;1
sogel;49751;neukirchen;kassel;1
sohland a.r.;2894;zirchow;ostvorpommern;1
solingen;42651;veldenz;bernkastel-wittlich;1
solingen;42655;burhave;wesermarsch;1
solingen;42697;suderburg;uelzen;1
solingen;42719;neßmersiel;aurich;1
sondershausen;99706;montabaur;westerwaldkreis;1
sondershausen;99706;zirchow;ostvorpommern;1
sonstiges baugewerbe;98646;knittelsheim;germersheim;1
sonthofen;87527;karlshagen;ostvorpommern;1
sossenheim;65936;priwall peninsula;lübeck;1
sottrum;27367;zingst;nordvorpommern;1
spangenberg;34286;alt travemünde - rönnau;lübeck;1
spenge;32139;mömlingen;lower franconia;1
speyer;67346;wilhelmshaven;wilhelmshaven;1
springe;31832;kappeln;schleswig-flensburg;1
springe;31832;norddeich;aurich;1
springe;31832;waren;müritz;1
st augustin;53757;niedersfeld;arnsberg;1
st. ingbert;66386;kappeln;schleswig-flensburg;1
st. leon-rot;68789;waldkatzenbach;karlsruhe;1
st.ingbert;66836;sachsenhausen;darmstadt;1
stade;21680;heligoland;pinneberg;1
stade;21682;rankwitz;ostvorpommern;1
stade;21682;sandbrink;diepholz;1
stadtallendorf;35260;frielendorf;kassel;1
stadthagen;31655;grömitz;ostholstein;1
stadtilm;99326;rerik;rostock;1
stadtoldendorf;37627;kappeln;schleswig-flensburg;1
stapelburg;38871;tossens;wesermarsch;1
staufenberg;34355;reinerzau;karlsruhe;1
stavern;49777;dangast;friesland;1
steffenberg;35239;dierhagen strand;nordvorpommern;1
stegaurach;96135;stralsund;nordvorpommern;1
stegaurach;96135;söcking;upper bavaria;1
stein;83371;kaiserslautern;kaiserslautern;1
steinfurt;48565;kühlungsborn;rostock;1
steinfurt;48565;sankt peter-ording;nordfriesland;1
steinhagen;33803;kappeln;schleswig-flensburg;1
steinhagen;33803;scharbeutz;ostholstein;1
steinhagne;33803;dornumersiel;aurich;1
steißlingen;78256;großwaabs;rendsburg-eckernförde;1
stelle;21435;oberstdorf;swabia;1
stemwede;32351;neuringe;emsland;1
stendal;39576;kellenhusen;ostholstein;1
stendal;39576;stiege;harz;1
stipsdorf;23795;pelzerhaken;ostholstein;1
stockelsdorf;23617;alt travemünde - rönnau;lübeck;1
stockelsdorf;23617;todendorf;ostholstein;1
stockstadt am rhein;64589;dagebüll;nordfriesland;1
stolpe;24601;haffkrug;ostholstein;1
storkow;15859;großwürden;wesermarsch;1
storkow;15859;wilhelmsthal;upper franconia;1
stralsund;18439;binz;rügen;1
stralsund;18439;schierke;harz;1
stralsund;18439;stralsund;nordvorpommern;1
strausberg;15344;priwall peninsula;lübeck;1
stuhr;28816;boltenhagen;nordwestmecklenburg;1
stuhr;28816;deggenhausertal;tübingen;1
stuhr;28816;jordanshöhe;goslar;1
stuhr;28816;priwall peninsula;lübeck;1
stuttgart;6553;rerik;rostock;1
stuttgart;70178;bad wurzach;tübingen;1
stuttgart;70180;unterkirnach;freiburg;1
stuttgart;70184;friedrichshafen;tübingen;1
stuttgart;70184;mundelfingen;freiburg;1
stuttgart;70192;oberperlasberg;lower bavaria;1
stuttgart;70378;sankt peter-ording;nordfriesland;1
stuttgart;70469;insel;swabia;1
stuttgart;70563;berchtesgaden;upper bavaria;1
stuttgart;70563;breitbrunn am chiemsee;upper bavaria;1
stuttgart;70569;neutrauchburg;tübingen;1
stuttgart;70597;unter-mossau;darmstadt;1
stuttgart;d-70567;groß charlottengroden;wittmund;1
stuttgart untertürkheim;70327;westerland;nordfriesland;1
suhl;98528;untergöhren;mecklenburgische seenplatte;1
suhl;98529;börgerende;rostock;1
sukow;19079;juliusruh;rügen;1
sulingen;27232;schwalenberg;detmold;1
sulzbach saar;66280;kappeln;schleswig-flensburg;1
sulzburg;79295;häusern;freiburg;1
sundern;59846;warnemünde;rostock;1
sundhagen;18519;gammendorf;ostholstein;1
swisttal;53913;sandbrink;diepholz;1
swisttal;53913;westerland;nordfriesland;1
sömmerda;99610;gager;rügen;1
südergellersen;21394;priwall peninsula;lübeck;1
südharz;6536;röbel;mecklenburgische seenplatte;1
südstadt köln;50968;sandbrink;diepholz;1
tambach-dietharz;99897;feichten;upper bavaria;1
tangerhütte;39517;rerik;rostock;1
tarmstedt;27412;dorumer neufeld;cuxhaven;1
tarmstedt;28412;kappeln;schleswig-flensburg;1
teistungen;37339;wilhelmshagen;treptow-köpenick;1
telgte;48291;eslohe;arnsberg;1
tellingstedt;25782;dahme;ostholstein;1
teltow;14513;babelsberg nord;potsdam-mittelmark;1
teltow;14513;kappeln;schleswig-flensburg;1
teltow;14513;koserow;ostvorpommern;1
templin;17268;kühlungsborn ost;rostock;1
templin;17268;wolgast;ostvorpommern;1
teningen;79331;rerik;rostock;1
test;123;kius;schleswig-flensburg;1
test;123;zempin;ostvorpommern;1
teterow;17166;warnemünde;rostock;1
teuschnitz;96358;penzlin;mecklenburgische seenplatte;1
teutschenthal;6179;bad doberan;rostock;1
teutschenthal;6179;solkendorf;nordvorpommern;1
thale;6502;haffkrug;ostholstein;1
thalheim;9380;börgerende;rostock;1
themar;98660;finsterbergen;gotha;1
thierbach;6721;ravensberg;rostock;1
timmendorfer strand;23669;alt travemünde - rönnau;lübeck;1
timmendorfer strand;23669;timmendorfer strand;ostholstein;1
tirpersdorf;8606;liebethal;dresden government region;1
titisee-neustadt;79822;wieck a. darß;nordvorpommern;1
torgau;4860;reutenen;stuttgart;1
torgau;4860;rittersgrün;chemnitz;1
tostedt;21255;lensterstrand;ostholstein;1
treia;24896;friedrichskoog-spitze;dithmarschen;1
tremsbüttel;22967;detershagen;rostock;1
treuchtlingen;91757;stollhamm;wesermarsch;1
trier;54290;ettringen;mayen-koblenz;1
trier;54292;tübingen;tübingen;1
troisdorf;53842;malchow;müritz;1
trossin;4880;bentwisch;rostock;1
trostberg;83308;neuenburg am rhein;freiburg;1
tuttlingen;78532;wenningstedt-braderup;nordfriesland;1
tutzing;82327;überlingen;tübingen;1
twistringen;27239;brasselsberg;kassel;1
tönisvorst;47918;klingberg;ostholstein;1
tönisvorst;47918;norddeich;aurich;1
tönisvorst;47918;wilhelmshaven;wilhelmshaven;1
tübingen;72072;ferienpark himmelberg;bernkastel-wittlich;1
tübingen;72072;oberdorf;swabia;1
tülau;38474;neuschönberg;plön;1
uedem;47589;ober-waroldern;kassel;1
uelzen;29525;westerland;nordfriesland;1
uetersen;25436;spandau;spandau;1
uetersen;25436;wendtorfer strand;plön;1
uetze;31311;burhave;wesermarsch;1
ulm;89073;altefähr;rügen;1
ulm;89075;pribbenow;mecklenburgische seenplatte;1
ulrichstein;35327;innenstadt;lübeck;1
unkel;53572;burhafe;wittmund;1
unna;59423;bestwig;arnsberg;1
unna;59425;burhave;wesermarsch;1
unna;59427;prerow;nordvorpommern;1
unna;59427;waddens;wesermarsch;1
unstrut hainich ot weberstedt;99991;altefähr;rügen;1
unterschleißheim;85716;jarplund;schleswig-flensburg;1
uslar;37170;priwall peninsula;lübeck;1
vaterstetten;85591;viechtach;lower bavaria;1
vechta;49377;drochtersen;stade;1
veitsrodt;55758;titisee;freiburg;1
velbert;42549;tinnum;nordfriesland;1
vellmar;34246;rerik;rostock;1
venhaus;48480;priwall peninsula;lübeck;1
verden;27283;ostseebad;rügen;1
verden;27283;wustrow;nordvorpommern;1
verl;33415;kappeln;schleswig-flensburg;1
verl;33415;priwall peninsula;lübeck;1
versmold;33775;molbitz;rositz;1
versmold;33775;tossens;wesermarsch;1
vettweiß - disternich;52391;usedom;ostvorpommern;1
viernheim;68519;sankt peter-ording;nordfriesland;1
viersen;41749;töttelstädt;erfurt;1
vlotho;32602;kasnevitz;rügen;1
volkach;97332;volkach;lower franconia;1
vollersroda;99438;stralsund;nordvorpommern;1
vs-villingen;78050;biederbach;freiburg;1
völkersen;27299;schönhagen;rendsburg-eckernförde;1
wacgenheim;67157;ostholstein;ostholstein;1
wachenroth;96193;müritz;rostock;1
wackersberg;83646;gilgenhöfe;upper bavaria;1
waffensen;27356;schönhagen;rendsburg-eckernförde;1
waghäusel;68753;königsfeld;upper franconia;1
waiblingen;71334;kappel;freiburg;1
waibstadt;74915;brigach;freiburg;1
wald-michelbach;69483;malchow;müritz;1
waldbrunn;69429;jemgum;leer;1
waldfeucht;52525;minsen;friesland;1
waldkirchen;94065;ahrweiler;ahrweiler;1
wallenhorst;49134;burhave;wesermarsch;1
wallenhorst;49134;zingst;nordvorpommern;1
wallerfangen;66798;merzalben;südwestpfalz;1
wallerstein;86757;geierswalde;dresden government region;1
walsrode;29664;cuxhaven;cuxhaven;1
waltrop;45731;dornumersiel;aurich;1
walzbachtal;75045;westerland;nordfriesland;1
wanderup;24997;kappeln;schleswig-flensburg;1
wandlitz;16348;ostseebad;rügen;1
wanzleben;39164;zingst;nordvorpommern;1
warburg;34414;heiligenhafen;ostholstein;1
wardenburg;26203;sankt peter-ording;nordfriesland;1
waren (müritz);17192;unterlohwies;lower bavaria;1
warendorf;48231;boltenhagen;nordwestmecklenburg;1
warendorf;48231;sandbrink;diepholz;1
warin;19417;hohendorf;nordvorpommern;1
warnemünde;18119;sassnitz;rügen;1
wattenbek;24582;olpenitzdorf;schleswig-flensburg;1
weddelbrook;24576;timmendorfer strand;ostholstein;1
wedemark;30900;lütjenhorn;nordfriesland;1
wedemark;30900;sankt peter-ording;nordfriesland;1
wedemark;30900;sassnitz;rügen;1
wedemark;30900;tossens;wesermarsch;1
wehlen;1829;schillig;friesland;1
weida;7570;rerik;rostock;1
weil im schönbuch;71093;börgerende;rostock;1
weimar;99423;rehbach;kassel;1
weimar;99423;thale;harz;1
weimar;99427;schwerin;ludwigslust-parchim;1
weinheim;69469;lensterstrand;ostholstein;1
weinstadt;71384;oberdorf;swabia;1
weisenheim am sand;67256;friedrichskoog-spitze;dithmarschen;1
weissenfels;6667;binz;rügen;1
weitendorf;19412;kühlungsborn;rostock;1
weißenhorn;89264;born a. darß;nordvorpommern;1
weißenhorn;89264;vorderhindelang;swabia;1
weißenthurm;56575;boltenhagen;nordwestmecklenburg;1
weißwasser;2943;solkendorf;nordvorpommern;1
welzheim;73642;buggensegel;tübingen;1
wenden;57482;zirchow;ostvorpommern;1
wennigsen;30974;wendtorfer strand;plön;1
wentorf;21465;westerland;nordfriesland;1
wentorf bei hamburg;21465;thale;harz;1
wentorf bei hh;21465;priwall peninsula;lübeck;1
werdau;8412;aschau im chiemgau;upper bavaria;1
werdau;8412;sillens;wesermarsch;1
wermelskirchen;42929;worms;worms;1
werne;59368;graal;rostock;1
werne;59368;wissinghausen;arnsberg;1
werneuchen ot seefeld;16356;hiddensee;rügen;1
wernigerode;38855;alt travemünde - rönnau;lübeck;1
wesel;46483;tossens;wesermarsch;1
wesseling;50389;niendorf/ostsee;ostholstein;1
westerburg;38836;neuendorf;ostvorpommern;1
westerburg;56457;borod;westerwaldkreis;1
westerstede;26655;norderney;aurich;1
westoverledingen;26810;bad herrenalb;karlsruhe;1
wettenberg;35435;kühlungsborn;rostock;1
wettin-löbejün, o.t. merbitz;6193;timmendorfer strand;ostholstein;1
wettringen;48493;hohenkirchen;friesland;1
wetzlar;35583;hooksiel;friesland;1
wiefelstede;26215;hasselfelde;harz;1
wiehl;51674;roes;cochem-zell;1
wiesbaden;65191;großenbrode;ostholstein;1
wiesbaden;65191;zirchow;ostvorpommern;1
wiesbaden;65195;tegernsee;upper bavaria;1
wiesbaden;65197;merzalben;südwestpfalz;1
wiesbaden;65199;plau am see;ludwigslust-parchim;1
wiesbaden;65201;hofstetten;freiburg;1
wiesbaden;65201;wangern;nordwestmecklenburg;1
wiesbaden;65203;siedelsbrunn;darmstadt;1
wiesbaum;54578;norddeich;aurich;1
wiesensteig;73349;gschwall;upper bavaria;1
wiesentheid;97353;litzldorf;upper bavaria;1
wiesloch;69168;redewisch;nordwestmecklenburg;1
wietmarschen;49835;strotzbüsch;vulkaneifel;1
wietmarschen-lohne;49835;niederwasser;freiburg;1
wietzen;31613;kellenhusen;ostholstein;1
wildau;15745;teßmannsdorf;rostock;1
wilhelmsdorf;88271;allmannsweier;freiburg;1
wilhelmshaven;26382;au;upper bavaria;1
wilhelmshaven;26388;drochtersen;stade;1
willich;47877;norddeich;aurich;1
willich;47877;stralsund;nordvorpommern;1
wilsdruff;1723;großkoschen;oberspreewald-lausitz;1
wilsdruff;1723;hohendorf;nordvorpommern;1
wilsdruff;1723;koserow;ostvorpommern;1
windhagen;53578;horressen;westerwaldkreis;1
wingst;21789;unterwössen;upper bavaria;1
winkelhaid;90610;nordholz;cuxhaven;1
winsen;21423;neeberg;krummin;1
winsen;21423;sieber;landkreis osterode am harz;1
winsen luhe;21433;fehmarn;ostholstein;1
winsen/luhe;21423;olpenitzdorf;schleswig-flensburg;1
wismar;23966;schaprode;rügen;1
wismar;23968;hohendorf;nordvorpommern;1
wittdün;25946;jordanshöhe;goslar;1
witten;58452;büsum;dithmarschen;1
witten;58543;lensterstrand;ostholstein;1
wittenberg;6886;zingst;nordvorpommern;1
wittenberhe;19322;nenzhäuserhof;rhein-hunsrück-kreis;1
wittenförden;19073;bärndorf;lower bavaria;1
wittmund;26409;stiekelkamperfehn;leer;1
wittstock/dosse ot wulfersdorf;16909;ahrenshoop;nordvorpommern;1
wolfenbüttel;38300;büsum;dithmarschen;1
wolfenbüttel;38300;wittdün;nordfriesland;1
wolfenbüttel;38302;norddeich;aurich;1
wolfenbüttel;38302;staberdorf;ostholstein;1
wolfenbüttel;38304;eckernförde;rendsburg-eckernförde;1
wolfhagen;34466;burhave;wesermarsch;1
wolfratshausen;82515;wagensteig;freiburg;1
wolfsburg;38440;norddeich;aurich;1
wolfsburg;38442;burhave;wesermarsch;1
wolfsburg;38444;altenau;goslar;1
wolfsburg;38446;jordanshöhe;goslar;1
wolfsburg;38446;wangern;nordwestmecklenburg;1
wolfsburg;38448;wustrow;nordvorpommern;1
wolgast;17438;binz;rügen;1
wolgast;17438;woppenrieth;upper palatinate;1
wolmirstedt;39326;kühlungsborn;rostock;1
wolnzach;85283;warnemünde;rostock;1
woringen;87789;altefähr;rügen;1
worms;67547;elend;harz;1
worms;67551;bolsterlang;swabia;1
worpswede;27726;lüdingworth;cuxhaven;1
worpswede;27726;olpenitzdorf;schleswig-flensburg;1
worpswede;27726;seebad heringsdorf;ostvorpommern;1
wulkenzin;17039;warnemünde;rostock;1
wunstorf;31515;hafendorf;mecklenburgische seenplatte;1
wunstorf;31515;kappeln;schleswig-flensburg;1
wunstorf;31515;sierksdorf;ostholstein;1
wuppertal;42103;cochem;cochem-zell;1
wuppertal;42105;wallenborn;vulkaneifel;1
wuppertal;42107;schwalefeld;kassel;1
wuppertal;42109;krems ii;segeberg;1
wuppertal;42109;prüm;bitburg-prüm;1
wuppertal;42109;sandbrink;diepholz;1
wuppertal;42109;warsingsfehn;leer;1
wuppertal;42111;hooksiel;friesland;1
wuppertal;42113;neßmersiel;aurich;1
wuppertal;42115;oeventrop;arnsberg;1
wuppertal;42117;rumphorst;münster;1
wuppertal;42119;canow;mecklenburgische seenplatte;1
wuppertal;42281;cochem;cochem-zell;1
wuppertal;42283;timmel;aurich;1
wuppertal;42283;wiesbaden;darmstadt;1
wuppertal;42327;bansin;ostvorpommern;1
wuppertal;42327;gerolstein;vulkaneifel;1
wuppertal;42349;poel;nordwestmecklenburg;1
wuppertal;42349;stanggaß;upper bavaria;1
wuppertal;42349;titmaringhausen;arnsberg;1
wuppertal;42369;medebach;arnsberg;1
wuppertal - elberfeld;42111;neßmersiel;aurich;1
wuppertaö;42285;hooksiel;friesland;1
wurster-nordseeküste;27639;mönkebüll;nordfriesland;1
wustermark;14641;kölpinsee;ostvorpommern;1
wustermark;14641;triberg;freiburg;1
wusterwitz;14789;harlesiel;wittmund;1
wusterwitz;14789;hasselfelde;harz;1
wächtersbach;63607;haffkrug;ostholstein;1
wülfrath;42489;großenbrode;ostholstein;1
würzburg;97082;kappeln;schleswig-flensburg;1
würzburg;97084;stadlern;upper palatinate;1
wüstenrot;71543;ichenheim;freiburg;1
wüstenrot;71543;norderteil;cuxhaven;1
zehdenick;16792;bansin;ostvorpommern;1
zeil;97475;zachenberg;lower bavaria;1
zeitz;6712;bad suderode;harz;1
zerbst;39261;prora;rügen;1
zeuthen;15738;prora;rügen;1
ziepel;39291;sassnitz;rügen;1
zinnowitz, ostseebad;17454;obertaching;upper bavaria;1
zossen;15806;dagebüll;nordfriesland;1
zwenkau;4442;issigau;upper franconia;1
zwenkau;4442;sellin;rügen;1
zwickau;8060;nienhagen;rostock;1
zwingenberg;64673;sassnitz;rügen;1
östringen;76684;unterlohwies;lower bavaria;1
übach-palenberg;52531;dickenschied;rhein-hunsrück-kreis;1
überlingen;88662;hessenwinkel;treptow-köpenick;1
